;text;label
1144;пропустим заказ;decline
1145;отклоняю;decline
1146;no ride;decline
1147;skip ride;decline
1148;без ride;decline
1149;pass order;decline
1150;drop order;decline
1151;cancel order;decline
1152;decline order;decline
1153;пропуск ride;decline
1154;нет drive;decline
1155;cancel client;decline
1156;drop client;decline
1157;skip client;decline
1158;pass client;decline
1159;отказ клиента;decline
1160;мимо клиента;decline
1161;отклоняю клиента;decline
1162;не беру клиента;decline
1163;пас на клиента;decline
1164;заказ снимаю;decline
1165;нет клиента;decline
1166;перерыв, отмена;decline
1167;занят, отмена;decline
1168;нет, следующий;decline
1169;следующий;decline
1170;пропускаем далее;decline
1171;пас следующему;decline
1172;передайте след;decline
1173;drop it;decline
1174;skip it;decline
1175;cancel it;decline
1176;pass it;decline
1177;no thanks;decline
1178;not now;decline
1179;busy;decline
1180;break;decline
1181;wait later;decline
1182;не могу принять сейчас;decline
1183;пропуск, нет;decline
1184;отменяю, нет;decline
1185;pass заказ;decline
1186;skip заказ;decline
1187;fast decline;decline
1188;reject;decline
1189;not accept;decline
1190;refuse;decline
1191;refuse order;decline
1192;отказ order;decline
1193;стоп;decline
1194;стоп заказ;decline
1195;стоп вызов;decline
1196;остановка;decline
1197;отмена быстро;decline
1198;pass ride now;decline
1199;skip ride now;decline
1200;cancel ride now;decline
1201;decline ride now;decline
1202;no ride now;decline
1203;not taking;decline
1204;can't take;decline
1205;won't take;decline
1206;later maybe;decline
1207;not free;decline
1208;перерыв короткий;decline
1209;занят минутку;decline
1210;позже свободен;decline
1211;не беру на ходу;decline
1212;отбой сейчас;decline
1213;пропуск мгновенный;decline
1214;отмена мигом;decline
1215;skip moment;decline
1216;pass moment;decline
1217;drop moment;decline
1218;decline moment;decline
1219;не беру момент;decline
1220;не беру тут;decline
1221;не беру щас;decline
1222;не беру опять;decline
1223;cancel quick;decline
1224;skip quick;decline
1225;pass quick;decline
